,Aruba,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Curacao,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Somalia,Serbia,South Sudan,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
44,73.576,57.944,50.592,76.376,76.453,74.855,71.421,75.672,80.490243902439,79.1804878048781,67.346,52.01,78.8780487804878,56.826,52.416,67.187,72.5634146341463,76.56,72.478,76.133,68.9560975609756,69.227,81.12,64.004,71.131,74.727,74.65,65.268,51.617,46.038,79.9921951219512,81.0878048780488,80.125,77.616,73.748,51.363,54.178,53.426,56.986,72.695,59.48,71.999,78.331,76.912,73.4289268292683,77.944,75.7219512195122,78.6804878048781,57.759,72.401,77.4926829268293,70.331,71.762,74.279,68.613,59.899,79.8707317073171,71.909756097561,53.235,78.7146341463415,66.424,80.1634146341463,79.0926829268293,70.838,61.838,78.7463414634146,70.567,59.191,80.948,54.117,58.088,52.15,55.036,79.0390243902439,71.788,68.6439024390244,69.165,76.923,64.93,81.8292682926829,69.796,75.520243902439,58.475,72.6487804878049,65.75,76.966,64.524,78.5390243902439,71.37,65.031,80.9975609756098,80.1463414634146,80.7804878048781,70.86,72.772,82.030243902439,66.06,56.361,68.1536585365854,63.552,64.989,71.303,77.6658536585366,76.792,60.293,75.976,56.013,71.49,72.028,81.7707317073171,67.091,43.711,71.9609756097561,79.1219512195122,72.0268292682927,81.691,77.384,68.231,67.861,60.149,73.538,74.372,63.695,73.5975609756098,53.538,79.2536585365854,61.25,74.5639512195122,64.796,51.249,61.593,72.2658536585366,50.453,73.898,51.246,75.4707317073171,52.589,48.767,67.423,79.0951219512195,79.8414634146342,64.818,58.072,79.5487804878049,74.329,63.052,75.544,72.668,70.037,61.761,74.8463414634146,77.143,69.437,77.6707317073171,70.481,71.182,79.696,75.961,71.5609756097561,65.4709756097561,55.491,74.153,56.773,60.027,79.490243902439,67.801,47.577,70.34,50.538,72.6829268292683,50.917,63.731,66.416,73.9585365853659,77.2073170731707,80.4975609756098,42.538,74.24,72.6609756097561,72.475,76.786,48.232,55.569,73.08,66.028,66.075,61.628,69.67,71.076,74.49,73.24,63.693,55.596,51.547,68.1853658536585,76.007,77.4878048780488,67.401,73.035,72.514,74.251,77.7731707317073,73.135,69.313,71.696,75.304,65.006,54.043,49.487,44.502
45,73.811,58.361,51.57,76.621,76.683,75.139,71.792,75.825,80.8414634146341,79.3317073170732,67.562,53.023,78.9804878048781,57.125,53.092,67.299,72.5609756097561,76.931,72.765,75.42,68.8512195121951,69.376,77.927,64.386,71.753,74.89,74.731,65.805,52.61,46.433,80.1126829268293,81.2365853658537,80.344,78.016,74.111,51.824,54.362,53.927,58.126,73.081,59.604,72.68,78.505,77.047,73.5657073170732,78.101,75.9243902439025,78.9317073170732,58.316,72.254,77.8439024390244,70.875,72.061,74.514,68.779,60.597,80.1707317073171,72.5682926829268,54.008,78.8170731707317,66.632,80.1634146341463,79.290243902439,70.884,61.959,79.0487804878049,71.13,59.76,81.442,54.632,58.394,52.249,55.464,79.2390243902439,73.521,68.4224390243902,69.168,77.182,65.132,81.6292682926829,70.104,75.2446341463415,60.415,72.6487804878049,67.649,77.623,64.996,78.9439024390244,71.838,64.844,81.5024390243902,80.1512195121951,80.7829268292683,71.044,72.932,81.9551219512195,65.86,57.344,67.9560975609756,64.293,64.967,71.362,78.1682926829268,76.903,60.98,76.273,56.912,71.592,72.245,80.6682926829268,72.118,43.233,71.2536585365854,79.4317073170732,71.3560975609756,82.033,77.555,68.704,68.169,60.57,74.751,74.376,63.585,73.6975609756098,54.003,79.3,61.599,73.9829268292683,64.879,51.561,61.656,72.4321951219512,52.044,74.096,51.787,75.7219512195122,53.59,49.297,67.936,79.3463414634146,80.0414634146342,65.457,58.161,79.8512195121951,74.396,62.466,75.829,72.986,70.24,61.801,74.9951219512195,77.237,69.285,78.0707317073171,70.527,72.067,79.736,76.064,71.9121951219512,65.529756097561,57.316,74.588,57.279,60.915,79.990243902439,67.936,48.237,70.44,50.661,72.8341463414634,51.545,63.709,67.002,73.9048780487805,77.6121951219512,80.5463414634146,42.125,75.542,72.1317073170732,72.769,77.148,48.312,55.962,73.82,66.514,66.068,62.328,69.768,71.308,74.764,73.534,63.836,56.299,52.976,67.9568292682927,76.194,77.4878048780488,67.49,73.516,72.782,74.723,77.4219512195122,73.271,69.39,71.754,75.616,65.543,53.98,50.659,44.768
46,74.026,58.684,52.369,76.816,76.909,75.433,71.987,75.765,81.0414634146342,79.8804878048781,68.165,53.869,79.380487804878,57.456,53.742,67.241,72.6121951219512,77.156,72.855,76.247,69.4048780487805,70.093,77.585,64.779,72.037,75.068,74.783,66.362,53.918,46.851,80.5436585365854,81.490243902439,80.694,78.261,74.504,52.355,54.856,54.534,58.878,73.468,59.875,72.239,78.514,77.179,74.709756097561,78.371,76.5243902439024,79.1317073170732,58.715,72.848,78.0951219512195,71.165,72.334,74.689,68.977,61.611,80.8219512195122,72.6914634146341,55.149,79.2146341463415,66.855,80.8121951219512,79.6390243902439,71.093,62.375,79.2487804878049,71.394,59.988,80.393,55.108,59.06,53.371,56.046,79.4390243902439,73.7,68.6165853658537,69.812,77.136,65.667,82.3756097560976,70.261,75.8368292682927,60.763,73.0975609756098,67.914,78.191,65.412,79.2414634146342,72.276,63.587,81.1585365853659,80.5536585365854,81.2829268292683,71.199,73.145,82.3219512195122,66.15,58.222,67.6951219512195,65.059,64.906,71.288,78.6682926829268,76.887,61.493,76.08,57.62,71.724,72.465,80.9487804878049,71.969,42.914,71.0560975609756,79.2878048780488,70.8658536585366,82.257,77.726,69.128,68.479,61.315,75.13,74.331,63.489,73.8951219512195,54.615,79.4390243902439,61.893,73.8390243902439,65.513,51.961,61.891,72.4321951219512,53.238,74.164,52.655,76.0756097560976,54.596,49.73,68.725,79.6975609756098,80.3439024390244,65.868,58.379,80.0487804878049,74.48,63.731,76.012,73.172,70.282,61.917,75.1439024390244,77.415,69.085,78.419512195122,70.781,71.915,79.842,76.57,72.1634146341463,66.7275609756098,58.714,74.81,60.281,61.75,80.1414634146341,68.09,49.323,70.773,50.597,73.3853658536585,52.016,64.398,67.571,74.2048780487805,78.0865853658537,80.7487804878049,43.12,75.926,72.2170731707317,73.35,76.831,48.286,56.222,74.938,67.013,66.499,63.073,69.894,71.256,74.921,73.845,63.928,56.911,54.369,68.0775609756098,76.362,77.6878048780488,67.891,74.017,72.742,74.88,78.3243902439024,73.319,69.462,72.021,75.636,65.988,54.278,51.795,45.364
47,74.21,59.111,53.642,77.549,77.129,75.006,72.327,76.131,81.2926829268293,80.1804878048781,68.603,54.727,79.7829268292683,57.675,54.375,66.714,72.6634146341463,77.634,72.678,76.161,70.2073170731707,70.655,79.361,65.027,72.365,75.342,74.818,66.954,55.732,47.426,80.5436585365854,81.7414634146342,81.166,77.826,74.762,52.97,55.165,54.923,59.643,73.837,60.102,72.835,78.462,77.307,75.3634146341464,78.81,76.7243902439025,79.5341463414634,59.024,71.93,78.1951219512195,71.371,72.602,74.844,69.128,62.116,80.8731707317073,72.8146341463415,56.426,79.2634146341464,66.826,81.1121951219512,79.9878048780488,71.06,62.618,79.4487804878049,71.568,60.224,78.514,55.553,59.394,54.155,56.54,79.4390243902439,74.317,69.3229268292683,70.1,77.098,66.254,82.3268292682927,70.376,75.7056097560976,61.103,73.1512195121951,68.189,78.331,65.788,79.6414634146341,72.772,63.553,81.4536585365854,80.5048780487805,81.4341463414634,71.418,73.373,82.5070731707317,66.34,58.865,67.8951219512195,65.731,64.844,71.367,79.119512195122,77.017,62.084,77.08,58.285,71.863,72.599,81.2951219512195,72.049,43.123,70.9,79.3829268292683,71.019512195122,82.543,77.892,69.604,68.947,61.757,75.686,74.238,63.36,73.8,54.941,79.7926829268293,62.371,74.3390243902439,65.97,52.566,62.228,72.5707317073171,53.946,74.211,53.68,76.4780487804878,55.553,50.033,69.559,80.0975609756098,80.3951219512195,66.329,58.53,80.1512195121951,74.461,63.852,76.154,73.223,70.483,62.034,75.2439024390244,77.621,68.911,78.3219512195122,71.106,72.153,80.02,77.016,72.5658536585366,67.5868292682927,59.965,75.046,61.256,62.543,80.4414634146342,67.986,50.365,71.108,50.515,73.6317073170732,52.856,64.724,68.204,74.2073170731707,78.5609756097561,80.9,43.641,75.417,73.1439024390244,73.709,75.914,48.751,56.511,75.187,67.217,66.895,63.723,70.048,71.652,75.072,74.193,63.931,57.52,55.236,68.2221951219512,76.498,77.9878048780488,68.292,74.703,73.058,75.039,76.8634146341463,73.436,69.544,72.1,76.516,66.565,54.992,52.739,45.61
48,74.147,59.852,54.633,77.653,77.488,75.641,72.398,76.41,81.3951219512195,80.4317073170732,68.811,55.71,79.6804878048781,57.869,55.342,67.051,72.9634146341463,78.084,72.667,76.838,70.4560975609756,71.151,78.623,65.446,72.715,75.447,74.84,67.499,57.121,48.016,80.7246341463415,81.9926829268293,81.317,78.484,74.872,53.653,55.655,55.339,60.426,74.295,60.475,72.508,78.445,77.429,75.309756097561,78.981,76.9756097560976,79.7365853658537,59.365,73.305,78.4463414634146,71.658,72.941,74.983,69.319,62.573,81.1756097560976,73.7707317073171,57.592,79.5682926829268,66.935,81.2146341463415,80.0853658536585,71.137,63.083,79.6,71.332,60.49,80.13,56.044,60.082,54.646,57.074,79.9390243902439,74.656,70.0151219512195,70.356,77.185,66.288,82.3756097560976,70.441,75.9121951219512,61.332,73.7024390243903,68.226,78.449,66.149,80.0951219512195,72.624,64.942,81.609756097561,80.9512195121951,81.4853658536585,71.612,73.591,82.5875609756098,67.11,59.614,68.4512195121951,66.47,64.834,71.374,79.5170731707317,77.145,62.603,77.584,58.772,72.269,72.698,82.6829268292683,71.729,43.566,71.8121951219512,80.5390243902439,72.419512195122,82.893,78.068,70.048,69.394,62.142,76.543,74.152,63.236,74.4,55.291,79.6365853658537,56.506,75.1365853658537,66.382,53.164,62.399,72.5707317073171,54.604,74.25,54.653,76.6804878048781,56.508,50.225,70.586,80.2512195121951,80.5926829268293,66.421,58.833,80.3512195121951,74.612,64.036,76.225,73.377,70.564,62.571,75.5439024390244,77.841,68.958,78.5243902439025,71.384,72.413,80.301,77.427,72.5658536585366,67.9492682926829,61.134,75.274,61.206,63.242,80.790243902439,68.404,51.526,71.424,51.12,73.8853658536585,53.538,65.079,68.816,74.7048780487805,78.7658536585366,81.1,44.175,75.742,73.1634146341463,73.551,76.632,49.024,56.695,75.492,67.688,67.407,64.329,70.164,71.47,75.185,74.45,63.948,58.086,55.823,68.2514634146342,76.623,78.0390243902439,68.765,75.053,72.436,75.007,77.1634146341463,73.411,69.602,72.155,77.392,66.963,56.022,53.945,46.723
49,74.56,60.364,55.752,77.781,78.003,75.936,72.813,76.669,81.5439024390244,80.3317073170732,69.356,56.388,80.0341463414634,57.956,55.959,67.403,73.4121951219512,78.461,72.579,76.976,70.4073170731707,71.819,79.996,65.88,72.948,75.678,74.846,67.897,58.279,48.648,81.0660975609756,82.0439024390244,80.995,78.741,75.343,54.394,56.102,55.836,61.088,74.742,60.831,73.088,78.672,77.548,76.1560975609756,79.401,77.0780487804878,79.8365853658537,59.673,72.17,78.5975609756098,71.871,73.62,75.184,69.48,63.328,81.4756097560976,74.8243902439024,58.804,79.719512195122,67.089,81.4146341463415,80.3853658536585,71.112,63.303,80.0512195121951,71.95,60.946,81.243,56.348,60.427,55.541,57.431,80.1878048780488,75.036,70.5280487804878,70.641,77.094,66.563,82.7756097560976,70.911,76.1682926829268,61.741,73.9048780487805,68.494,78.681,66.513,80.190243902439,72.698,66.446,81.7512195121951,81.4048780487805,81.6365853658537,72.124,73.801,82.9314634146342,68.39,60.365,69.1024390243903,67.444,64.892,71.393,79.9682926829268,77.442,63.273,77.889,59.194,72.356,72.722,81.5,69.187,44.034,72.9146341463415,80.6365853658537,73.0804878048781,83.276,78.236,70.458,69.573,62.734,77.069,74.119,63.23,74.4463414634146,55.874,80.2414634146342,63.155,75.1439024390244,66.766,53.788,62.8,72.8824390243903,55.448,74.227,55.496,76.9804878048781,57.396,50.712,71.433,80.5487804878049,80.7951219512195,66.761,59.123,80.7024390243902,74.681,64.14,76.343,73.466,70.633,62.788,75.6951219512195,77.877,69.732,78.7268292682927,71.635,72.608,80.665,77.878,73.309756097561,68.6846341463415,61.958,75.431,62.644,63.923,81.2414634146342,68.466,52.626,71.576,51.853,73.9853658536585,53.891,65.116,69.505,74.909756097561,78.9707317073171,81.3512195121951,44.639,75.441,73.0829268292683,73.853,77.164,49.196,57.011,75.842,68.039,67.958,64.854,70.012,73.126,75.267,74.765,63.949,58.894,56.488,69.19,76.738,78.390243902439,68.871,75.083,72.579,75.26,77.5146341463415,73.498,69.653,70.066,77.665,67.196,57.447,55.3,48.063
50,75.404,60.851,56.726,77.936,78.334,75.721,73.16,76.82,81.6951219512195,80.5804878048781,69.529,57.081,80.1829268292683,58.363,56.477,68.638,73.5121951219512,78.748,72.731,77.073,70.4048780487805,72.272,80.499,66.162,73.182,75.712,74.849,68.43,60.013,49.255,81.3221951219512,82.2463414634147,81.12,78.501,75.599,55.023,56.582,56.417,61.683,75.033,61.123,73.499,78.67,77.661,76.06538930678374,79.665,77.4243902439025,79.9878048780488,60.259,71.55,79.1,72.093,73.808,75.43,69.664,63.787,81.6268292682927,75.4292682926829,59.73,79.8707317073171,67.328,81.6634146341463,80.6365853658537,71.233,63.898,80.4024390243902,72.128,61.157,80.958,56.72,60.717,56.23,57.878,80.3878048780488,74.999,70.2919512195122,70.878,76.879,66.743,82.9780487804878,71.088,76.4756097560976,46.019,74.2073170731707,68.679,78.983,66.909,80.7439024390244,73.069,67.062,81.8975609756097,81.6024390243903,82.0365853658537,72.622,74.0,82.8426829268293,68.45,60.649,69.3,67.712,65.016,71.27,80.1170731707317,77.982,63.973,78.156,59.433,72.374,72.72,81.8414634146342,73.215,45.596,73.2682926829268,80.6317073170732,73.4829268292683,83.109,78.406,70.829,69.357,62.873,77.657,74.19,63.226,74.9975609756098,56.382,81.3975609756098,63.329,75.990243902439,67.182,54.198,63.105,72.9673170731707,56.381,74.442,56.015,77.2804878048781,58.367,50.945,72.009,80.7024390243902,80.9975609756098,66.814,59.64,80.9048780487805,76.269,64.436,76.448,73.711,70.754,63.039,76.2463414634146,78.01,70.419,79.0268292682927,71.887,73.004,81.039,78.425,73.4585365853659,68.8412195121951,62.54,75.763,63.016,64.615,81.5414634146342,68.732,53.693,71.848,50.563,74.3365853658537,54.812,65.249,69.894,75.1121951219512,79.4219512195122,81.4512195121951,46.619,75.132,73.1975609756098,73.881,76.243,49.584,57.304,76.131,67.742,68.293,65.304,70.323,72.725,75.421,75.069,63.978,60.105,57.055,70.2653658536586,76.858,78.5414634146342,69.235,74.718,72.89,75.428,77.8658536585366,73.513,69.617,72.249,77.63,67.28,58.899,56.799,50.652
51,75.465,61.419,57.596,78.092,78.517,76.124,73.305,77.104,81.8951219512195,80.9829268292683,69.984,57.769,80.5853658536585,58.462,57.125,68.809,74.1634146341463,78.89,72.564,77.007,70.5536585365854,72.651,81.403,66.534,73.343,75.917,74.858,68.881,60.53,49.948,81.4826829268293,82.6951219512195,81.726,79.11,75.903,55.52,57.133,57.069,61.992,75.32,61.503,74.257,79.348,77.76,77.4731707317073,79.999,77.8731707317073,80.4365853658537,60.433,69.695,79.8,72.221,74.123,75.743,69.88,64.402,82.4756097560976,76.2292682926829,60.721,80.4707317073171,67.523,82.1146341463415,80.9390243902439,71.318,64.045,80.9512195121951,72.39,61.652,81.871,57.019,61.526,56.967,58.412,80.7317073170732,75.295,69.8248780487805,71.177,76.872,66.982,83.4219512195122,71.439,76.7756097560976,61.623,74.8585365853659,68.823,79.19,67.359,80.7463414634146,73.679,67.659,82.3585365853659,81.6560975609756,82.1878048780488,73.094,74.189,82.5912195121951,68.69,61.046,69.6024390243903,68.416,65.19,71.538,80.5682926829269,78.464,64.736,78.404,59.62,70.071,72.944,81.7926829268293,73.38,46.692,73.5634146341464,80.9878048780488,73.5756097560976,83.229,78.827,71.269,69.192,63.494,78.124,74.365,63.256,75.1,56.755,80.7463414634146,63.901,75.9829268292683,67.439,54.869,63.346,73.2668292682927,57.455,74.746,56.553,76.6317073170732,58.994,51.357,72.416,81.2048780487805,81.2951219512195,67.313,60.24,81.1560975609756,76.608,64.648,76.627,74.133,70.788,63.526,76.6951219512195,78.316,70.978,80.4707317073171,72.131,73.243,81.429,78.891,74.409756097561,69.6839024390244,63.261,76.234,63.246,65.262,81.7439024390244,68.908,54.62,71.859,51.304,74.5365853658537,54.94,64.902,69.914,75.9585365853659,79.9707317073171,81.8024390243903,48.195,74.684,72.7243902439024,73.305,76.195,50.009,57.925,76.421,68.148,68.567,65.697,70.381,73.278,75.46,74.941,63.974,61.049,57.965,70.8092682926829,76.983,78.6414634146341,69.649,74.596,72.913,75.486,78.3170731707317,73.692,69.551,72.26,77.74,67.419,60.651,57.771,53.347
52,75.531,61.923,58.623,78.064,78.716,76.467,73.454,77.35,82.0463414634146,80.9365853658537,70.36,58.493,80.3853658536585,58.716,57.619,69.554,74.3146341463415,79.081,72.753,77.191,71.9658536585366,73.245,81.272,66.705,73.552,76.099,74.827,69.326,60.8,50.686,81.6636585365854,82.6975609756098,81.339,79.023,76.192,56.158,57.792,57.248,62.317,75.597,61.834,74.484,79.283,77.833,77.5243902439024,80.109,78.0756097560976,80.5390243902439,60.848,70.538,80.0512195121951,72.514,74.202,76.062,70.085,64.838,82.4268292682927,76.3268292682927,61.543,80.6268292682927,67.552,81.9682926829268,81.190243902439,71.398,64.587,80.9048780487805,72.412,62.081,83.366,57.406,62.096,57.69,58.865,80.6341463414634,75.042,70.55,71.463,76.707,67.23,83.4804878048781,71.734,76.9243902439024,62.291,75.0634146341463,68.973,79.337,67.887,80.8463414634146,74.186,68.023,82.9170731707317,81.7048780487805,82.2390243902439,73.433,74.366,83.0960975609756,69.52,61.115,70.0024390243902,68.915,65.378,71.669,80.819512195122,78.812,65.355,78.628,59.913,72.247,72.882,82.3829268292683,73.906,47.835,73.8634146341464,81.3926829268293,73.7780487804878,83.326,79.022,71.679,69.143,63.544,78.682,74.574,63.373,74.9024390243903,57.079,80.7463414634146,64.141,76.2,68.111,55.639,63.578,73.8634146341464,58.679,74.944,57.64,77.0780487804878,59.65,51.497,72.615,81.1048780487805,81.4512195121951,67.47,60.715,81.4073170731707,77.061,64.782,76.819,74.544,70.881,63.733,76.7463414634146,78.461,71.626,80.3731707317073,72.454,73.466,81.759,79.227,74.4121951219512,70.0721951219512,64.009,76.461,63.792,65.457,81.9951219512195,69.084,55.451,71.831,53.161,74.8365853658537,55.865,65.746,69.764,76.109756097561,80.1243902439024,81.7048780487805,49.835,74.608,74.2756097560976,66.769,77.037,50.54,58.073,76.772,68.484,68.722,66.081,70.442,73.716,75.55,75.678,63.964,62.03,58.817,70.9441463414634,77.111,78.7414634146342,69.874,74.146,73.036,75.532,78.5170731707317,73.704,69.497,72.167,78.28,67.343,61.846,58.867,55.626
53,75.636,62.417,59.307,78.123,78.853,76.491,73.676,77.583,82.1487804878049,81.1365853658537,70.881,59.235,80.5878048780488,58.965,57.823,69.565,74.8609756097561,79.246,73.024,76.33,72.4707317073171,73.666,79.992,67.021,73.918,76.275,74.799,69.707,61.996,50.902,81.7448780487805,82.7975609756098,81.516,79.339,76.452,56.748,58.476,57.762,62.695,75.827,62.224,75.059,79.403,77.87,77.8268292682927,80.402,78.1756097560976,80.490243902439,61.221,68.896,80.3,72.713,74.615,76.369,70.052,65.067,83.0780487804878,77.1414634146341,62.373,80.9756097560976,67.428,82.219512195122,81.4414634146341,71.499,64.776,81.0048780487805,72.628,62.42,80.55,57.791,62.114,58.232,59.224,81.2853658536585,75.116,71.5734146341464,71.728,76.72,67.473,83.8317073170732,71.963,77.1268292682927,62.605,75.5658536585366,69.264,79.473,68.46,80.9487804878049,74.449,68.253,82.0609756097561,82.0560975609756,82.690243902439,73.412,74.562,83.3319512195122,70.62,61.389,70.2024390243902,69.304,65.588,71.457,81.2707317073171,79.164,65.718,78.765,59.943,72.34,72.735,82.2609756097561,74.239,49.002,73.9146341463415,81.8,73.9829268292683,83.727,78.908,72.122,69.099,63.962,79.057,74.739,63.464,75.4,57.357,81.7463414634146,64.815,76.490243902439,68.585,56.492,63.911,74.0170731707317,59.729,75.035,58.694,77.1780487804878,60.239,51.707,72.704,81.3048780487805,81.7512195121951,67.965,61.231,81.4048780487805,77.246,65.15,77.038,74.967,70.835,63.961,77.0,78.777,72.319,80.7219512195122,72.757,74.029,82.017,79.536,75.0634146341463,70.5787804878049,64.426,76.626,63.678,66.072,82.2463414634147,69.188,56.313,71.771,53.843,75.1853658536585,55.751,66.328,69.682,76.4121951219512,80.3219512195122,81.9560975609756,51.486,74.917,73.119512195122,63.827,77.018,50.781,58.684,77.083,68.885,68.74,66.44,70.505,73.962,75.65,76.297,64.008,62.96,59.763,71.159512195122,77.24,78.7414634146342,69.99,73.798,73.196,75.574,78.7170731707317,73.775,69.534,72.391,78.587,67.545,62.533,59.878,57.458
54,75.601,62.545,60.04,78.407,79.044,76.755,74.058,77.858,82.3,81.490243902439,71.116,59.868,81.2878048780488,59.125,58.359,69.986,74.4658536585366,79.328,73.366,75.659,72.9707317073171,73.311,79.518,67.163,74.306,76.476,74.779,70.049,62.608,50.566,81.7843902439025,83.1975609756098,81.884,79.473,76.717,57.208,58.935,58.296,62.95,76.043,62.516,75.24,78.774,77.853,77.9756097560976,80.771,78.8243902439024,81.090243902439,61.641,69.434,80.7,72.867,75.11,76.622,70.415,65.6,83.2292682926829,77.0341463414634,62.905,81.1804878048781,67.376,82.719512195122,81.5926829268293,71.529,64.974,81.3048780487805,73.099,63.045,81.882,57.886,62.269,58.61,59.595,81.3853658536585,74.985,71.9856097560976,71.964,76.749,67.882,83.9804878048781,72.259,77.4780487804878,62.987,75.7634146341463,69.533,80.037,69.074,81.3487804878049,74.782,68.914,82.8609756097561,82.1536585365854,83.090243902439,72.982,74.789,83.5878048780488,71.44,61.816,70.4024390243902,69.736,65.815,70.966,81.7219512195122,79.445,66.361,78.973,59.121,71.511,72.864,82.0731707317073,74.651,50.033,74.5170731707317,82.2292682926829,74.1243902439024,83.883,79.966,72.538,69.031,64.255,79.424,74.797,63.623,75.4512195121951,57.9,82.0463414634146,65.056,76.4414634146341,69.047,57.274,64.155,74.1943902439024,60.899,75.146,59.822,77.2365853658537,60.786,51.791,72.812,81.7073170731707,82.1,68.085,61.807,81.4568292682927,77.446,65.284,77.248,75.333,71.151,64.259,77.6024390243903,78.929,72.942,81.1219512195122,72.878,72.622,82.214,79.768,74.909756097561,70.7436585365854,64.94,76.757,64.269,66.452,82.4951219512195,69.234,56.393,71.746,54.277,75.3365853658537,54.973,66.845,69.782,76.8121951219512,81.0780487804878,82.2536585365854,53.05,76.773,73.2292682926829,63.153,77.135,51.202,58.853,77.415,69.069,68.614,66.787,70.54,74.215,75.65,76.565,64.025,63.873,60.408,71.1865853658537,77.366,78.8414634146341,70.234,74.473,72.853,75.612,78.8682926829268,73.855,69.465,72.463,78.88,67.384,63.38,60.699,58.846
55,75.683,62.659,60.655,78.644,79.223,76.76,74.436,77.913,82.4,81.190243902439,71.451,60.217,80.9926829268293,59.377,58.845,70.491,74.6146341463415,79.405,73.104,76.182,73.6243902439025,73.187,80.918,67.318,74.332,76.65,74.75,70.343,63.818,52.793,81.8156097560976,82.8975609756098,81.433,79.746,76.977,57.762,59.658,58.49,63.233,76.257,62.896,74.62,79.086,77.772,78.0756097560976,80.966,78.5780487804878,80.6414634146341,61.957,68.727,80.7024390243902,72.953,75.622,76.789,70.483,66.033,82.8317073170732,77.590243902439,63.649,81.4804878048781,66.844,82.3219512195122,81.7926829268293,71.408,65.46,80.9560975609756,73.297,63.175,80.427,58.134,62.494,59.128,60.103,81.0365853658537,75.013,71.9773170731707,72.103,76.616,68.201,84.2780487804878,72.487,77.2756097560976,63.237,75.5682926829269,69.699,78.905,69.636,81.4536585365854,75.124,69.44,82.4682926829268,82.0512195121951,82.5439024390244,72.394,75.011,83.7939024390244,71.97,61.892,70.6512195121951,69.873,66.059,70.763,82.0243902439024,79.562,66.67,79.229,59.148,71.698,73.138,82.6560975609756,74.927,51.101,74.3219512195122,82.2926829268293,74.4804878048781,83.984,79.309,72.92,69.24,64.339,79.695,74.682,63.827,75.4024390243902,58.363,81.8975609756097,65.561,76.4487804878049,69.498,58.151,64.485,74.3531707317073,61.378,75.094,60.7,77.2804878048781,61.083,51.841,72.983,81.509756097561,82.3048780487805,67.456,62.269,81.6124390243903,77.687,65.697,77.468,75.621,71.268,64.701,77.4512195121951,79.695,72.784,81.1243902439025,73.191,74.406,82.354,80.064,74.9121951219512,71.1834146341463,65.298,76.918,64.659,66.879,82.7439024390244,69.583,57.189,71.814,54.857,75.2878048780488,55.566,67.249,70.8,76.5634146341463,80.7756097560976,82.2048780487805,55.019,76.954,74.2951219512195,65.124,76.912,51.589,59.396,77.717,69.306,68.782,67.137,70.607,74.503,75.692,76.646,64.06,64.651,61.086,71.189512195122,77.483,78.690243902439,70.475,74.407,73.006,75.675,79.0170731707317,73.876,69.513,72.515,78.922,65.873,63.95,61.208,59.591
